"DealerId","FeedId","VIN","Stock","Mileage","Year","Make","Model","Trim","Body","Transmission","Engine","IntColor","ExtColor","GenericIntColor","GenericExtColor","Price","RetailPrice","DealerCost","ModelCode","ExtColorCode","IntColorCode","Certified","Condition","InDate","Comments","ImageURLs","Options","StandardEquipment","OptionCodes","MPGCity","MPGHighway","Doors","Drivetrain","CabType"
"11327","11327","1FTEW1E82GFA57638","T8252A","77829","2016","Ford","F-150","5 XLT 4WD","","","3.5L V6 Cylinder Engine","Medium Earth Gray","Magnetic Metallic","","","26525","28200","21002","W1E","J7","UG","1","Used","2018-05-30","This outstanding example of a 2016 Ford F-150 4WD SuperCrew 145 XLT is offered by Downs Ford. This Ford includes: TRANSMISSION: ELECTRONIC 6-SPEED AUTOMATIC A/T 6-Speed A/T CALIFORNIA EMISSIONS SYSTEM XLT CHROME APPEARANCE PACKAGE Chrome Wheels Tires - Rear All-Terrain Running Boards/Side Steps Tires - Front All-Terrain 3.73 AXLE RATIO (STD) *Note - For third party subscriptions or services, please contact the dealer for more information.* When you purchase a vehicle with the CARFAX Buyback Guarantee, you're getting what you paid for. You deserve a vehicle designed for higher expectations. This Ford F-150 delivers with a luxurious, well-appointed interior and world-class engineering. This vehicle comes with 4WD for better traction on unstable surfaces, like snow and dirt to give you the edge over anything you might encounter on the road. More information about the 2016 Ford F-150: The F-150 might be the most important vehicle made by Ford. It continues to be one of their top-selling vehicles, encouraging Ford to put their best foot forward with the 2016 model. The F-150 competes with the Ram, the Chevrolet Silverado and the GMC Sierra 1500, among others, in the full-sized truck category. Ford is clearly pushing its new technology and new ideas with the F-150, offering plenty of options not available anywhere else in this class, such as a 360-degree camera and integrated loading ramps stowed in the pickup bed. A smaller, more fuel efficient EcoBoost engine is also available, which should further improve fuel economy while providing the same kind of horsepower that would normally be delivered by mid-grade V8 engines. At the same time, the F-150 continues to excel at traditional truck tasks, with a best in class towing capacity of 12,200 pounds when properly equipped. This model sets itself apart with available in a huge variety of trims, Towing capacity, efficient turbocharged engines, improved gas mileage, and rugged durability","http://s3.amazonaws.com/photos.ecarlist.com/Ayfm/TCsL/vJu3/T753/zwPC/FQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/yskT/z4X4/ojM2/hwQS/CItn/kQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/qxQj/7Gvv/zL69/n0pj/pgvl/Gw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/97Nc/Pnqr/g1zO/YaUR/ixjU/1w_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/dawE/lEaY/thKG/ALWc/u4U4/kQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/jiHH/ZF2d/A2Pd/2uN2/LHI2/qA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/CStd/vkuG/m5fi/851s/4U14/Sg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/ldx1/jI1J/tpOS/h6F8/W1R5/sw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/IJgG/D5dA/GE1l/D76g/hmoU/oA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/lC54/X97p/3g4v/oBO1/6FNo/lQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/esyK/ufM2/gAcK/8kNE/73Cq/0w_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/aRzG/SDxA/vGXZ/IUMd/IHvN/0w_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/leDN/SEg2/9nfO/r3kL/WCeX/fg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/chlE/R14Y/7zCG/hJfh/I0Ku/8Q_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/ftM2/FvWR/vMjk/uNsF/j6QF/qg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/q4sT/RLgY/wPag/gFth/u113/9A_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Fd8d/a42d/4YJo/XFuw/2CI2/TA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/61s6/y7yZ/R691/MwxY/Tts2/MQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/TN1Q/yMW2/9HAS/q3tO/wG41/Aw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/zudS/UYny/WTdh/B44d/2NLG/sA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/yCVp/22ps/jSjY/JOu6/2cAZ/7g_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/RWWz/fpwH/k42m/O5Sb/aIZF/Wg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/UTVg/3inA/V1eL/jnXO/RL9x/fw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Gzhg/f18l/jOHv/cVir/vzZh/vA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/q9Xu/g2f1/BXJI/vIL4/h7tr/4g_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/OW1M/6xbh/yTyy/t260/dhPL/bA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/ArRN/DvNd/6y5I/rb2w/sGjg/Hw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/lMrY/IWhw/xlsW/jlso/7W0f/eg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/i8T4/V2IN/DfOw/JZva/5meE/2A_640.jpg","CALIFORNIA EMISSIONS SYSTEM|XLT CHROME APPEARANCE PACKAGE|3.73 AXLE RATIO (STD)|TRANSMISSION: ELECTRONIC 6-SPEED AUTOMATIC","SYNC Voice Recognition Communications -inc: Enhanced voice recognition communication and entertainment system, 911 assist, 4.2 LCD display in center stack, Applink, 1 smart charging USB port, VHR, SYNC services, Bluetooth and steering wheel audio controls, Compass display in instrument cluster|2 LCD Monitors In The Front|Radio w/Clock|Fixed Antenna|Radio: AM/FM Stereo/Single-CD Player -inc: 6 speakers|Black Power Side Mirrors w/Convex Spotter and Manual Folding|Black Side Windows Trim and Black Front Windshield Trim|Tailgate/Rear Door Lock Included w/Power Door Locks|Black Door Handles|Aluminum Panels|Deep Tinted Glass|Variable Intermittent Wipers|Cargo Lamp w/High Mount Stop Light|Front Fog Lamps|Wheels: 17 Silver Painted Aluminum|Chrome Grille|Fixed Rear Window|Fully Automatic Aero-Composite Halogen Daytime Running Lights Preference Setting Headlamps w/Delay-Off|Chrome Rear Step Bumper|Chrome Front Bumper w/Body-Colored Rub Strip/Fascia Accent and 2 Tow Hooks|Perimeter/Approach Lights|Clearcoat Paint|Tailgate Rear Cargo Access|Tires: P265/70R17 OWL A/T|Full-Size Spare Tire Stored Underbody w/Crankdown|Steel Spare Wheel|Regular Box Style|4-Way Driver Seat -inc: Manual Recline and Fore/Aft Movement|60-40 Folding Split-Bench Front Facing Fold-Up Cushion Rear Seat|3 12V DC Power Outlets|4-Way Passenger Seat -inc: Manual Recline and Fore/Aft Movement|Gauges -inc: Speedometer, Odometer, Voltmeter, Oil Pressure, Engine Coolant Temp, Tachometer, Transmission Fluid Temp and Trip Odometer|Remote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry and Panic Button|Power Rear Windows|Cloth 40/20/40 Front Seat -inc: 4-way adjustable driver/passenger headrests, manual driver/passenger lumbar and armrest w/storage|Day-Night Rearview Mirror|Manual Air Conditioning|Front And Rear Map Lights|Delayed Accessory Power|Full Carpet Floor Covering -inc: Carpet Front And Rear Floor Mats|Manual Tilt/Telescoping Steering Column|Urethane Gear Shift Knob|Compass|Outside Temp Gauge|Securilock Anti-Theft Ignition (pats) Engine Immobilizer|Rear Cupholder|Keypad|Glove Box|HVAC -inc: Underseat Ducts|Perimeter Alarm|Full Cloth Headliner|Manual Adjustable Rear Head Restraints|Cruise Control w/Steering Wheel Controls|Analog Display|Interior Trim -inc: Metal-Look Instrument Panel Insert, Cabback Insulator and Chrome Interior Accents|Front Cupholder|Power 1st Row Windows w/Driver And Passenger 1-Touch Up/Down|Power Door Locks w/Autolock Feature|Fade-To-Off Interior Lighting|Instrument Panel Bin, Dashboard Storage, Driver / Passenger And Rear Door Bins and 1st Row Underseat Storage|Driver And Passenger Visor Vanity Mirrors|2 Seatback Storage Pockets|Pickup Cargo Box Lights|Transmission: Electronic 6-Speed Automatic -inc: tow/haul mode|200 Amp Alternator|GVWR: 6,350 lbs Payload Package|Single Stainless Steel Exhaust|Double Wishbone Front Suspension w/Coil Springs|Auto Locking Hubs|Leaf Rear Suspension w/Leaf Springs|23 Gal. Fuel Tank|Electric Power-Assist Speed-Sensing Steering|Part-Time Four-Wheel Drive|3.73 Axle Ratio|Towing w/Harness and Trailer Sway Control|Front Anti-Roll Bar|1590# Maximum Payload|Engine: 3.5L V6 Ti-VCT FFV|4-Wheel Disc Brakes w/4-Wheel ABS, Front And Rear Vented Discs, Brake Assist, Hill Hold Control and Electric Parking Brake|Electronic Transfer Case|70-Amp/Hr 610CCA Maintenance-Free Battery w/Run Down Protection|Gas-Pressurized Shock Absorbers|Rear Child Safety Locks|Mykey System -inc: Top Speed Limiter, Audio Volume Limiter, Early Low Fuel Warning, Programmable Sound Chimes and Beltminder w/Audio Mute|Side Impact Beams|Electronic Stability Control (ESC) And Roll Stability Control (RSC)|Airbag Occupancy Sensor|Dual Stage Driver And Passenger Seat-Mounted Side Airbags|Dual Stage Driver And Passenger Front Airbags|ABS And Driveline Traction Control|Outboard Front Lap And Shoulder Safety Belts -inc: Rear Center 3 Point, Height Adjusters and Pretensioners|Tire Specific Low Tire Pressure Warning|Safety Canopy System Curtain 1st And 2nd Row Airbags","422|86B-0-F|X26-F|446","17","23","4","Four Wheel Drive",""
"11327","11327","1FM5K8D83FGC44669","U6706","44831","2015","Ford","Explorer","XLT","SUV","Automatic","3.5L V6 Cylinder Engine","Charcoal Black","Magnetic Metallic","Black","Gray","25495","34653","27237","K8D","J7","8W","1","Used","2018-02-07","Thank you for your interest in one of Downs Ford's online offerings. Please continue for more information regarding this 2015 Ford Explorer 5 XLT 4WD with 44,754 miles. This Ford includes: CALIFORNIA EMISSIONS SYSTEM TRANSMISSION: 6-SPEED SELECTSHIFT AUTOMATIC (STD) Transmission w/Dual Shift Mode A/T 6-Speed A/T LICENSE PLATE BRACKET *Note - For third party subscriptions or services, please contact the dealer for more information.* This 2015 Ford Explorer comes with a CARFAX Buyback Guarantee, which means you can buy with certainty. This Ford Explorer 5 XLT 4WD has a tough exterior complemented by a well-designed interior that offers all the comforts you crave. This 4WD-equipped vehicle handles any condition on- or off-road with the sure footedness of a mountain goat. With unequaled traction and stability, you'll drive with confidence in any weather with this Magnetic Metallic 2015 4WD Ford Explorer 5 XLT 4WD. One of the best things about this Ford Explorer is that it has low, low mileage. It's ready for you to truly break it in. More information about the 2015 Ford Explorer: The Ford Explorer has been rated one of the safest utility vehicles at any size or price; it's the first vehicle in the world to offer rear inflatable seatbelts. Curve control--a more advanced version of electronic stability control--is also a Ford exclusive. Ford's MyKey system helps parents reel in teen drivers. The Explorer also stands out for being one of the greenest choices available. Ford claims best-in-class gas mileage for non-hybrids and notes that the Explorer EcoBoost will go 20 percent farther on a gallon of gas than the Honda Pilot. Interesting features of this model are Quiet interior, good value, excellent ride quality, world-class safety features, and EcoBoost engine provides good mileage","http://s3.amazonaws.com/photos.ecarlist.com/LoTf/Hpw2/RsLS/MTXU/Hktw/KQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Tb2E/n7Og/KqHd/9fm9/VmyE/Bw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/QLnj/Hwwe/3k43/Ouhu/gX55/fA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/kJf1/RxFR/DgWz/U2O8/UOc6/CA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Xiq5/cieO/8Yon/4lUQ/DKJA/zA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/27I2/Z5Dl/UbKW/FZ1O/v64x/QA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/7aaV/I2Jo/ECym/t92m/JvJI/Xg_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/vjpM/VIPJ/idPr/6zMs/qFtf/1g_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Jlz1/iNTK/w7Yi/ylUV/odL1/CQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/2gSm/6zb9/23Pc/xNJE/pd17/eQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/bk5c/SeJl/wAKK/8cwq/c5oh/Ug_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Os4B/PSF2/8BBA/R14p/Fv4K/GA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Ab0o/Zps1/GA2n/36u9/8Ocz/RA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/2rlw/53s8/r4Be/VOU1/hWvv/Nw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/qB11/BE8c/SIO2/4jge/HUy5/TA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/2EHT/SXyK/gRLf/K6zS/G2v2/Uw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/Y2y4/56aX/22iZ/p2WS/n1a7/8g_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/M3bi/sxQN/rbT1/nchO/gv8o/zA_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/L0Bz/mTob/GQ1m/bApI/eejW/Zw_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/2Ab2/oTjR/uuux/GpvL/C0qv/OQ_640.jpg|http://s3.amazonaws.com/photos.ecarlist.com/NTDV/VR24/FleE/hZWy/viig/wQ_640.jpg","CALIFORNIA EMISSIONS SYSTEM|LICENSE PLATE BRACKET|TRANSMISSION: 6-SPEED SELECTSHIFT AUTOMATIC (STD)","SYNC w/MyFord -inc: voice-activated communications and entertainment system w/911 Assist, Vehicle Health Report (VHR), traffic, directions and information services, 4.2 multi-function display, AppLink, Note: SYNC services available for a $60 annual subscription fee|Integrated Roof Antenna|Radio w/Seek-Scan, Clock and Speed Compensated Volume Control|2 LCD Monitors In The Front|Lip Spoiler|Black Power Heated Side Mirrors w/Convex Spotter, Manual Folding and Turn Signal Indicator|Body-Colored Rear Bumper w/Black Rub Strip/Fascia Accent|Tires: P245/60R18 AS BSW|Perimeter/Approach Lights|Galvanized Steel/Aluminum Panels|Black Side Windows Trim and Black Front Windshield Trim|Tailgate/Rear Door Lock Included w/Power Door Locks|Silver Grille|Compact Spare Tire Mounted Inside Under Cargo|Chrome Bodyside Insert, Black Bodyside Cladding and Black Wheel Well Trim|Clearcoat Paint|Liftgate Rear Cargo Access|Speed Sensitive Variable Intermittent Wipers|Front Windshield -inc: Sun Visor Strip|Fully Automatic Projector Beam Halogen Headlamps w/Delay-Off|Chrome Door Handles|Body-Colored Front Bumper w/Black Rub Strip/Fascia Accent|Wheels: 18 Painted Aluminum|Deep Tinted Glass|Roof Rack Rails Only|Front Fog Lamps|Steel Spare Wheel|LED Brakelights|Fixed Rear Window w/Fixed Interval Wiper, Heated Wiper Park and Defroster|4 12V DC Power Outlets|Perimeter Alarm|Keypad|Manual Air Conditioning|Manual Adjustable Front Head Restraints and Fixed Rear Head Restraints|Driver / Passenger And Rear Door Bins|Compass|Front And Rear Map Lights|Day-Night Rearview Mirror|Trip Computer|Driver Foot Rest|Securilock Anti-Theft Ignition (pats) Engine Immobilizer|Power 1st Row Windows w/Driver And Passenger 1-Touch Up/Down|Front Center Armrest|Front Cupholder|Carpet Floor Trim|Full Cloth Headliner|Gauges -inc: Speedometer, Odometer, Engine Coolant Temp, Tachometer, Trip Odometer and Trip Computer|60-40 Folding Split-Bench Front Facing Manual Reclining Tumble Forward Premium Cloth Rear Seat|Cargo Space Lights|Driver And Passenger Visor Vanity Mirrors w/Driver And Passenger Illumination|2 Seatback Storage Pockets|Leather/Chrome Gear Shift Knob|Rear Cupholder|Outside Temp Gauge|Cruise Control w/Steering Wheel Controls|Analog Display|Interior Trim -inc: Metal-Look Instrument Panel Insert, Metal-Look Door Panel Insert, Metal-Look Console Insert, Chrome And Metal-Look Interior Accents|Power Rear Windows and Fixed 3rd Row Windows|Manual Tilt/Telescoping Steering Column|Full Carpet Floor Covering -inc: Carpet Front And Rear Floor Mats|Delayed Accessory Power|Fixed 50-50 Split-Bench Premium Cloth 3rd Row Seat Front, Manual Fold Into Floor and 2 Fixed Head Restraints|HVAC -inc: Underseat Ducts, Auxiliary Rear Heater and Headliner/Pillar Ducts|Full Floor Console w/Covered Storage, Full Overhead Console w/Storage and 4 12V DC Power Outlets|Rear HVAC w/Separate Controls|Illuminated Locking Glove Box|Cloth Door Trim Insert|Power Door Locks w/Autolock Feature|Remote Keyless Entry w/Integrated Key Transmitter, Illuminated Entry and Panic Button|Air Filtration|Leather/Metal-Look Steering Wheel|Unique Cloth Bucket Seats -inc: 6-way power front seats w/manual lumbar and recline,|Fade-To-Off Interior Lighting|Systems Monitor|Seats w/Premium Cloth Back Material|3.65 Axle Ratio|Electric Power-Assist Speed-Sensing Steering|Multi-Link Rear Suspension w/Coil Springs|Auto Locking Hubs|Quasi-Dual Stainless Steel Exhaust w/Chrome Tailpipe Finisher|Gas-Pressurized Shock Absorbers|GVWR: 6,160 lbs|58-Amp/Hr 650CCA Maintenance-Free Battery w/Run Down Protection|4-Wheel Disc Brakes w/4-Wheel ABS, Front And Rear Vented Discs, Brake Assist, Hill Descent Control and Hill Hold Control|Electronic Transfer Case|Front And Rear Anti-Roll Bars|Transmission: 6-Speed SelectShift Automatic|18.6 Gal. Fuel Tank|Automatic Full-Time Four-Wheel Drive|Engine: 3.5L Ti-VCT V6 (FFV) -inc: Flexible Fuel Vehicle (FFV) system is standard equipment for vehicles w/the 3.5L Ti-VCT V6 engine shipped to Federal Emissions States or Cross Border State dealers and is only available w/a Federal emissions system, (FFV system not available w/code 422 and requires code 936 or 423 if applicable for California Emissions State dealer destinations).Cross border states include AZ, DC, ID, NH, NV, OH, VA, WV Not standard equipment in CA Emissions States.|Strut Front Suspension w/Coil Springs|200 Amp Alternator|Towing w/Trailer Sway Control|Dual Stage Driver And Passenger Seat-Mounted Side Airbags|Mykey System -inc: Top Speed Limiter, Audio Volume Limiter, Early Low Fuel Warning, Programmable Sound Chimes and Beltminder w/Audio Mute|Dual Stage Driver And Passenger Front Airbags|Passenger Knee Airbag|Outboard Front Lap And Shoulder Safety Belts -inc: Rear Center 3 Point, Height Adjusters and Pretensioners|Rear Parking Sensors|Terrain Management System ABS And Driveline Traction Control|Safety Canopy System Curtain 1st, 2nd And 3rd Row Airbags|Side Impact Beams|Low Tire Pressure Warning|Advancetrac w/Roll Stability Control Electronic Stability Control (ESC) And Roll Stability Control (RSC)|Airbag Occupancy Sensor|Rear Child Safety Locks","422|153-0|44J","17","23","4","Four Wheel Drive",""
